IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2013,false,,,,,,,,,,,,,15.2,,,,,,15.2,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2013,false,,,,,,,,,,,,,15.4,,,,,,15.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2013,false,,,,,,,,,,,,,16.64,,,,,,16.64,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2013,false,,,,,,,,,,,,,17.1,,,,,,17.1,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2013,false,,,,,,,,,,,,,17.9,,,,,,17.9,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2013,false,,,,,,,,,,,,,18,,,,,,18,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2013,false,,,,,,,,,,,,,20.8,,,,,,20.8,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2013,false,,,,,,,,,,,,,21.2,,,,,,21.2,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2013,false,,,,,,,,,,,,,21.7,,,,,,21.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2013,false,,,,,,,,,,,,,21.86,,,,,,21.86,,Singapore Department of Statistics,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2013,false,,,,,,,,,,,,,21.88,,,,,,21.88,,Fiji Annual Report 2011-2016 (and further analysis),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2013,false,,,,,,,,,,,,,22,,,,,,22,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2013,false,,,,,,,,,,,,,22,,,,,,22,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2013,false,,,,,,,,,,,,,22.51,,,,,,22.51,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2013,false,,,,,,,,,,,,,22.99,,,,,,22.99,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2013,false,,,,,,,,,,,,,24.06,,,,,,24.06,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2013,false,,,,,,,,,,,,,24.2,,,,,,24.2,,Brunei Darussalam Health Information Booklet 2011-2017 (and further analysis),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2013,false,,,,,,,,,,,,,24.92,,,,,,24.92,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,IRL,Ireland,Year,2013,false,,,,,,,,,,,,,25.6,,,,,,25.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GEO,Georgia,Year,2013,false,,,,,,,,,,,,,25.85,,,,,,25.85,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2013,false,,,,,,,,,,,,,25.9,,,,,,25.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TUR,Turkey,Year,2013,false,,,,,,,,,,,,,26.5,,,,,,26.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2013,false,,,,,,,,,,,,,27.04,,,,,,27.04,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2013,false,,,,,,,,,,,,,27.2,,,,,,27.2,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2013,false,,,,,,,,,,,,,27.6,,,,,,27.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2013,false,,,,,,,,,,,,,27.8,,,,,,27.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2013,false,,,,,,,,,,,,,28.47,,,,,,28.47,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2013,false,,,,,,,,,,,,,28.6,,,,,,28.6,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ALB,Albania,Year,2013,true,,,,,,,,,,,,,28.89,,,,,,28.89,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2013,false,,,,,,,,,,,,,28.9,,,,,,28.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2013,false,,,,,,,,,,,,,29.6,,,,,,29.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2013,false,,,,,,,,,,,,,30.7,,,,,,30.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2013,false,,,,,,,,,,,,,30.9,,,,,,30.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2013,true,,,,,,,,,,,,,31.8,,,,,,31.8,,Health Statistic Yearbook 2013 (page 45),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2013,false,,,,,,,,,,,,,32.2,,,,,,32.2,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,CHN,China,Year,2013,false,,,,,,,,,,,,,32.9,,,,,,32.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2013,false,,,,,,,,,,,,,33.1,,,,,,33.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2013,false,,,,,,,,,,,,,33.9,,,,,,33.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2013,false,,,,,,,,,,,,,34.09,,,,,,34.09,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2013,false,,,,,,,,,,,,,34.99,,,,,,34.99,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2013,false,,,,,,,,,,,,,35.98,,,,,,35.98,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2013,false,,,,,,,,,,,,,36.1,,,,,,36.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2013,false,,,,,,,,,,,,,37,,,,,,37,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2013,false,,,,,,,,,,,,,37.4,,,,,,37.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,GRD,Grenada,Year,2013,false,,,,,,,,,,,,,38.15,,,,,,38.15,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2013,false,,,,,,,,,,,,,38.6,,,,,,38.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2013,false,,,,,,,,,,,,,38.89,,,,,,38.89,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2013,false,,,,,,,,,,,,,39.34,,,,,,39.34,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2013,false,,,,,,,,,,,,,39.94,,,,,,39.94,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2013,false,,,,,,,,,,,,,4.9,,,,,,4.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2013,false,,,,,,,,,,,,,40.6,,,,,,40.6,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GRC,Greece,Year,2013,false,,,,,,,,,,,,,42.4,,,,,,42.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2013,false,,,,,,,,,,,,,44.46,,,,,,44.46,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2013,false,,,,,,,,,,,,,45.12,,,,,,45.12,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2013,false,,,,,,,,,,,,,45.5,,,,,,45.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2013,false,,,,,,,,,,,,,46.88,,,,,,46.88,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2013,false,,,,,,,,,,,,,47.56,,,,,,47.56,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2013,false,,,,,,,,,,,,,47.75,,,,,,47.75,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2013,false,,,,,,,,,,,,,47.79,,,,,,47.79,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2013,false,,,,,,,,,,,,,48.5,,,,,,48.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2013,false,,,,,,,,,,,,,48.7,,,,,,48.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2013,false,,,,,,,,,,,,,5.2,,,,,,5.2,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,,,,,,,,,,,,,5.3,,,,,,5.3,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2013,false,,,,,,,,,,,,,50.1,,,,,,50.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2013,false,,,,,,,,,,,,,50.54,,,,,,50.54,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2013,false,,,,,,,,,,,,,51.7,,,,,,51.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SRB,Serbia,Year,2013,false,,,,,,,,,,,,,54.99,,,,,,54.99,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2013,false,,,,,,,,,,,,,58,,,,,,58,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2013,false,,,,,,,,,,,,,58,,,,,,58,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2013,false,,,,,,,,,,,,,58.34,,,,,,58.34,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2013,false,,,,,,,,,,,,,58.6,,,,,,58.6,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2013,false,,,,,,,,,,,,,59.3,,,,,,59.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2013,false,,,,,,,,,,,,,6,,,,,,6,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2013,false,,,,,,,,,,,,,6.54,,,,,,6.54,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2013,false,,,,,,,,,,,,,6.7,,,,,,6.7,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2013,false,,,,,,,,,,,,,62.8,,,,,,62.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BRB,Barbados,Year,2013,false,,,,,,,,,,,,,63.36,,,,,,63.36,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2013,false,,,,,,,,,,,,,66.1,,,,,,66.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ROU,Romania,Year,2013,false,,,,,,,,,,,,,66.73,,,,,,66.73,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2013,false,,,,,,,,,,,,,67,,,,,,67,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2013,false,,,,,,,,,,,,,67.18,,,,,,67.18,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2013,false,,,,,,,,,,,,,68.16,,,,,,68.16,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2013,false,,,,,,,,,,,,,7,,,,,,7,,WHO/OECD: Health at a Glance Asia/Pacific 2014,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,HTI,Haiti,Year,2013,true,,,,,,,,,,,,,7.07,,,,,,7.07,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2013,false,,,,,,,,,,,,,70.4,,,,,,70.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2013,false,,,,,,,,,,,,,73.1,,,,,,73.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2013,false,,,,,,,,,,,,,76.4,,,,,,76.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2013,false,,,,,,,,,,,,,8.2,,,,,,8.2,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2013,false,,,,,,,,,,,,,8.5,,,,,,8.5,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2013,false,,,,,,,,,,,,,8.7,,,,,,8.7,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BLZ,Belize,Year,2013,false,,,,,,,,,,,,,8.86,,,,,,8.86,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2013,false,,,,,,,,,,,,,82.8,,,,,,82.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2013,false,,,,,,,,,,,,,87.98,,,,,,87.98,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2013,false,,,,,,,,,,,,,9.51,,,,,,9.51,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2013,false,,,,,,,,,,,,,9.9,,,,,,9.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,false,,,,,,,,,,,,,9.9,,,,,,9.9,,Philippine Statistical Yearbook 2017,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2013,false,,,,,,,,,,,,,90.7,,,,,,90.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2012,false,,,,,,,,,,,,,10.3,,,,,,10.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2012,false,,,,,,,,,,,,,10.5,,,,,,10.5,,Philippine Statistical Yearbook 2017,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2012,false,,,,,,,,,,,,,10.7,,,,,,10.7,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2012,false,,,,,,,,,,,,,10.7,,,,,,10.7,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BLZ,Belize,Year,2012,false,,,,,,,,,,,,,10.81,,,,,,10.81,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2012,false,,,,,,,,,,,,,102.5,,,,,,102.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2012,false,,,,,,,,,,,,,11.01,,,,,,11.01,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2012,false,,,,,,,,,,,,,112.7,,,,,,112.7,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
